Date, AMO 
1938.83333333333,0.14
1938.91666666667,0.04
1939,0.09
1939.08333333333,0.06
1939.16666666667,0.24
1939.25,0.30
1939.33333333333,0.19
1939.41666666667,0.06
1939.5,0.16
1939.58333333333,0.07
1939.66666666667,0.19
1939.75,0.14
1939.83333333333,0.07
1939.91666666667,0.18
1940,0.30
1940.08333333333,0.17
1940.16666666667,0.12
1940.25,0.13
1940.33333333333,0.17
1940.41666666667,0.23
1940.5,0.18
1940.58333333333,0.21
1940.66666666667,0.23
1940.75,0.35
1940.83333333333,0.36
1940.91666666667,0.37
1941,0.40
1941.08333333333,0.28
1941.16666666667,0.07
1941.25,0.23
1941.33333333333,0.13
1941.41666666667,0.07
1941.5,0.07
1941.58333333333,0.16
1941.66666666667,0.29
1941.75,0.59
1941.83333333333,0.60
1941.91666666667,0.51
1942,0.11
1942.08333333333,0.10
1942.16666666667,0.20
1942.25,0.24
1942.33333333333,0.26
1942.41666666667,0.18
1942.5,0.12
1942.58333333333,0.14
1942.66666666667,0.20
1942.75,0.17
1942.83333333333,0.19
1942.91666666667,0.06
1943,0.01
1943.08333333333,0.01
1943.16666666667,0.13
1943.25,0.07
1943.33333333333,0.03
1943.41666666667,0.09
1943.5,0.16
1943.58333333333,0.12
1943.66666666667,0.03
1943.75,0.07
1943.83333333333,0.10
1943.91666666667,0.11
1944,0.24
1944.08333333333,0.41
1944.16666666667,0.36
1944.25,0.31
1944.33333333333,0.07
1944.41666666667,0.23
1944.5,0.18
1944.58333333333,0.22
1944.66666666667,0.39
1944.75,0.39
1944.83333333333,0.33
1944.91666666667,0.29
1945,0.35
1945.08333333333,0.41
1945.16666666667,0.45
1945.25,0.59
1945.33333333333,0.43
1945.41666666667,0.30
1945.5,0.18
1945.58333333333,0.43
1945.66666666667,0.38
1945.75,0.23
1945.83333333333,0.01
1945.91666666667,0.06
1946,0.00
1946.08333333333,0.04
1946.16666666667,0.05
1946.25,0.09
1946.33333333333,0.15
1946.41666666667,0.42
1946.5,0.42
1946.58333333333,0.37
1946.66666666667,0.17
1946.75,0.12
1946.83333333333,0.15
1946.91666666667,0.22
1947,0.31
1947.08333333333,0.30
1947.16666666667,0.28
1947.25,0.30
1947.33333333333,0.34
1947.41666666667,0.35
1947.5,0.37
1947.58333333333,0.31
1947.66666666667,0.34
1947.75,0.20
1947.83333333333,0.01
1947.91666666667,0.20
1948,0.13
1948.08333333333,0.14
1948.16666666667,0.09
1948.25,0.20
1948.33333333333,0.12
1948.41666666667,0.15
1948.5,0.20
1948.58333333333,0.22
1948.66666666667,0.29
1948.75,0.15
1948.83333333333,0.00
1948.91666666667,0.08
1949,0.11
1949.08333333333,0.14
1949.16666666667,0.06
1949.25,0.02
1949.33333333333,0.13
1949.41666666667,0.20
1949.5,0.04
1949.58333333333,0.02
1949.66666666667,0.02
1949.75,0.04
1949.83333333333,0.08
1949.91666666667,0.03
1950,0.03
1950.08333333333,0.13
1950.16666666667,0.16
1950.25,0.22
1950.33333333333,0.23
1950.41666666667,0.22
1950.5,0.31
1950.58333333333,0.28
1950.66666666667,0.28
1950.75,0.23
1950.83333333333,0.00
1950.91666666667,0.04
1951,0.04
1951.08333333333,0.07
1951.16666666667,0.08
1951.25,0.05
1951.33333333333,0.12
1951.41666666667,0.16
1951.5,0.31
1951.58333333333,0.17
1951.66666666667,0.12
1951.75,0.13
1951.83333333333,0.13
1951.91666666667,0.12
1952,0.00
1952.08333333333,0.04
1952.16666666667,0.09
1952.25,0.02
1952.33333333333,0.05
1952.41666666667,0.28
1952.5,0.25
1952.58333333333,0.33
1952.66666666667,0.21
1952.75,0.24
1952.83333333333,0.09
1952.91666666667,0.17
1953,0.14
1953.08333333333,0.07
1953.16666666667,0.01
1953.25,0.16
1953.33333333333,0.27
1953.41666666667,0.18
1953.5,0.17
1953.58333333333,0.02
1953.66666666667,0.09
1953.75,0.07
1953.83333333333,0.24
1953.91666666667,0.24
1954,0.15
1954.08333333333,0.01
1954.16666666667,0.05
1954.25,0.11
1954.33333333333,0.05
1954.41666666667,0.08
1954.5,0.18
1954.58333333333,0.27
1954.66666666667,0.22
1954.75,0.06
1954.83333333333,0.10
1954.91666666667,0.06
1955,0.08
1955.08333333333,0.06
1955.16666666667,0.10
1955.25,0.08
1955.33333333333,0.07
1955.41666666667,0.11
1955.5,0.16
1955.58333333333,0.17
1955.66666666667,0.14
1955.75,0.15
1955.83333333333,0.29
1955.91666666667,0.12
1956,0.10
1956.08333333333,0.02
1956.16666666667,0.09
1956.25,0.10
1956.33333333333,0.22
1956.41666666667,0.43
1956.5,0.28
1956.58333333333,0.25
1956.66666666667,0.30
1956.75,0.09
1956.83333333333,0.14
1956.91666666667,0.01
1957,0.16
1957.08333333333,0.12
1957.16666666667,0.06
1957.25,0.16
1957.33333333333,0.27
1957.41666666667,0.14
1957.5,0.10
1957.58333333333,0.06
1957.66666666667,0.11
1957.75,0.10
1957.83333333333,0.03
1957.91666666667,0.04
1958,0.09
1958.08333333333,0.16
1958.16666666667,0.31
1958.25,0.30
1958.33333333333,0.15
1958.41666666667,0.12
1958.5,0.05
1958.58333333333,0.04
1958.66666666667,0.04
1958.75,0.04
1958.83333333333,0.12
1958.91666666667,0.14
1959,0.07
1959.08333333333,0.11
1959.16666666667,0.07
1959.25,0.19
1959.33333333333,0.15
1959.41666666667,0.15
1959.5,0.18
1959.58333333333,0.12
1959.66666666667,0.04
1959.75,0.08
1959.83333333333,0.01
1959.91666666667,0.05
1960,0.06
1960.08333333333,0.09
1960.16666666667,0.05
1960.25,0.06
1960.33333333333,0.15
1960.41666666667,0.18
1960.5,0.10
1960.58333333333,0.17
1960.66666666667,0.08
1960.75,0.22
1960.83333333333,0.15
1960.91666666667,0.06
1961,0.08
1961.08333333333,0.08
1961.16666666667,0.17
1961.25,0.18
1961.33333333333,0.12
1961.41666666667,0.02
1961.5,0.06
1961.58333333333,0.04
1961.66666666667,0.03
1961.75,0.00
1961.83333333333,0.15
1961.91666666667,0.26
1962,0.14
1962.08333333333,0.17
1962.16666666667,0.13
1962.25,0.04
1962.33333333333,0.07
1962.41666666667,0.17
1962.5,0.12
1962.58333333333,0.19
1962.66666666667,0.10
1962.75,0.08
1962.83333333333,0.11
1962.91666666667,0.22
1963,0.18
1963.08333333333,0.07
1963.16666666667,0.01
1963.25,0.01
1963.33333333333,0.17
1963.41666666667,0.14
1963.5,0.17
1963.58333333333,0.14
1963.66666666667,0.22
1963.75,0.04
1963.83333333333,0.02
1963.91666666667,0.03
1964,0.14
1964.08333333333,0.05
1964.16666666667,0.08
1964.25,0.28
1964.33333333333,0.03
1964.41666666667,0.08
1964.5,0.19
1964.58333333333,0.35
1964.66666666667,0.35
1964.75,0.30
1964.83333333333,0.21
1964.91666666667,0.18
1965,0.25
1965.08333333333,0.23
1965.16666666667,0.16
1965.25,0.12
1965.33333333333,0.18
1965.41666666667,0.29
1965.5,0.36
1965.58333333333,0.32
1965.66666666667,0.34
1965.75,0.26
1965.83333333333,0.28
1965.91666666667,0.09
1966,0.16
1966.08333333333,0.05
1966.16666666667,0.04
1966.25,0.02
1966.33333333333,0.09
1966.41666666667,0.15
1966.5,0.11
1966.58333333333,0.16
1966.66666666667,0.11
1966.75,0.05
1966.83333333333,0.03
1966.91666666667,0.07
1967,0.01
1967.08333333333,0.01
1967.16666666667,0.06
1967.25,0.03
1967.33333333333,0.30
1967.41666666667,0.36
1967.5,0.27
1967.58333333333,0.21
1967.66666666667,0.21
1967.75,0.17
1967.83333333333,0.21
1967.91666666667,0.14
1968,0.25
1968.08333333333,0.21
1968.16666666667,0.28
1968.25,0.18
1968.33333333333,0.27
1968.41666666667,0.39
1968.5,0.40
1968.58333333333,0.30
1968.66666666667,0.21
1968.75,0.03
1968.83333333333,0.09
1968.91666666667,0.11
1969,0.07
1969.08333333333,0.09
1969.16666666667,0.14
1969.25,0.13
1969.33333333333,0.03
1969.41666666667,0.11
1969.5,0.04
1969.58333333333,0.12
1969.66666666667,0.10
1969.75,0.14
1969.83333333333,0.09
1969.91666666667,0.00
1970,0.07
1970.08333333333,0.09
1970.16666666667,0.02
1970.25,0.01
1970.33333333333,0.08
1970.41666666667,0.20
1970.5,0.32
1970.58333333333,0.21
1970.66666666667,0.18
1970.75,0.13
1970.83333333333,0.16
1970.91666666667,0.15
1971,0.19
1971.08333333333,0.25
1971.16666666667,0.32
1971.25,0.41
1971.33333333333,0.36
1971.41666666667,0.38
1971.5,0.37
1971.58333333333,0.47
1971.66666666667,0.35
1971.75,0.14
1971.83333333333,0.12
1971.91666666667,0.25
1972,0.25
1972.08333333333,0.30
1972.16666666667,0.39
1972.25,0.30
1972.33333333333,0.51
1972.41666666667,0.50
1972.5,0.41
1972.58333333333,0.49
1972.66666666667,0.38
1972.75,0.28
1972.83333333333,0.24
1972.91666666667,0.26
1973,0.28
1973.08333333333,0.21
1973.16666666667,0.16
1973.25,0.14
1973.33333333333,0.13
1973.41666666667,0.07
1973.5,0.04
1973.58333333333,0.14
1973.66666666667,0.09
1973.75,0.13
1973.83333333333,0.15
1973.91666666667,0.16
1974,0.14
1974.08333333333,0.20
1974.16666666667,0.36
1974.25,0.55
1974.33333333333,0.59
1974.41666666667,0.56
1974.5,0.59
1974.58333333333,0.56
1974.66666666667,0.57
1974.75,0.51
1974.83333333333,0.37
1974.91666666667,0.28
1975,0.10
1975.08333333333,0.13
1975.16666666667,0.18
1975.25,0.27
1975.33333333333,0.34
1975.41666666667,0.26
1975.5,0.14
1975.58333333333,0.08
1975.66666666667,0.25
1975.75,0.28
1975.83333333333,0.19
1975.91666666667,0.22
1976,0.24
1976.08333333333,0.37
1976.16666666667,0.38
1976.25,0.30
1976.33333333333,0.43
1976.41666666667,0.42
1976.5,0.24
1976.58333333333,0.06
1976.66666666667,0.18
1976.75,0.17
1976.83333333333,0.34
1976.91666666667,0.36
1977,0.29
1977.08333333333,0.23
1977.16666666667,0.06
1977.25,0.08
1977.33333333333,0.13
1977.41666666667,0.05
1977.5,0.04
1977.58333333333,0.16
1977.66666666667,0.17
1977.75,0.12
1977.83333333333,0.04
1977.91666666667,0.10
1978,0.01
1978.08333333333,0.01
1978.16666666667,0.04
1978.25,0.05
1978.33333333333,0.15
1978.41666666667,0.19
1978.5,0.27
1978.58333333333,0.20
1978.66666666667,0.12
1978.75,0.07
1978.83333333333,0.11
1978.91666666667,0.01
1979,0.03
1979.08333333333,0.05
1979.16666666667,0.15
1979.25,0.07
1979.33333333333,0.02
1979.41666666667,0.09
1979.5,0.02
1979.58333333333,0.11
1979.66666666667,0.03
1979.75,0.07
1979.83333333333,0.10
1979.91666666667,0.14
1980,0.17
1980.08333333333,0.12
1980.16666666667,0.00
1980.25,0.20
1980.33333333333,0.32
1980.41666666667,0.16
1980.5,0.06
1980.58333333333,0.01
1980.66666666667,0.03
1980.75,0.06
1980.83333333333,0.08
1980.91666666667,0.10
1981,0.02
1981.08333333333,0.00
1981.16666666667,0.18
1981.25,0.08
1981.33333333333,0.11
1981.41666666667,0.11
1981.5,0.02
1981.58333333333,0.04
1981.66666666667,0.05
1981.75,0.09
1981.83333333333,0.09
1981.91666666667,0.24
1982,0.06
1982.08333333333,0.00
1982.16666666667,0.09
1982.25,0.05
1982.33333333333,0.09
1982.41666666667,0.15
1982.5,0.20
1982.58333333333,0.30
1982.66666666667,0.22
1982.75,0.23
1982.83333333333,0.26
1982.91666666667,0.17
1983,0.03
1983.08333333333,0.10
1983.16666666667,0.24
1983.25,0.17
1983.33333333333,0.05
1983.41666666667,0.05
1983.5,0.08
1983.58333333333,0.03
1983.66666666667,0.02
1983.75,0.03
1983.83333333333,0.09
1983.91666666667,0.17
1984,0.09
1984.08333333333,0.07
1984.16666666667,0.04
1984.25,0.04
1984.33333333333,0.03
1984.41666666667,0.32
1984.5,0.26
1984.58333333333,0.10
1984.66666666667,0.10
1984.75,0.19
1984.83333333333,0.25
1984.91666666667,0.16
1985,0.22
1985.08333333333,0.26
1985.16666666667,0.24
1985.25,0.33
1985.33333333333,0.29
1985.41666666667,0.07
1985.5,0.07
1985.58333333333,0.24
1985.66666666667,0.19
1985.75,0.13
1985.83333333333,0.16
1985.91666666667,0.18
1986,0.26
1986.08333333333,0.25
1986.16666666667,0.29
1986.25,0.31
1986.33333333333,0.19
1986.41666666667,0.21
1986.5,0.19
1986.58333333333,0.30
1986.66666666667,0.28
1986.75,0.23
1986.83333333333,0.26
1986.91666666667,0.22
1987,0.09
1987.08333333333,0.09
1987.16666666667,0.05
1987.25,0.16
1987.33333333333,0.20
1987.41666666667,0.32
1987.5,0.42
1987.58333333333,0.46
1987.66666666667,0.33
1987.75,0.19
1987.83333333333,0.13
1987.91666666667,0.22
1988,0.05
1988.08333333333,0.01
1988.16666666667,0.07
1988.25,0.17
1988.33333333333,0.23
1988.41666666667,0.29
1988.5,0.26
1988.58333333333,0.09
1988.66666666667,0.03
1988.75,0.02
1988.83333333333,0.06
1988.91666666667,0.01
1989,0.01
1989.08333333333,0.10
1989.16666666667,0.07
1989.25,0.16
1989.33333333333,0.01
1989.41666666667,0.26
1989.5,0.40
1989.58333333333,0.30
1989.66666666667,0.09
1989.75,0.03
1989.83333333333,0.04
1989.91666666667,0.00
1990,0.08
1990.08333333333,0.02
1990.16666666667,0.06
1990.25,0.10
1990.33333333333,0.08
1990.41666666667,0.05
1990.5,0.05
1990.58333333333,0.18
1990.66666666667,0.33
1990.75,0.33
1990.83333333333,0.13
1990.91666666667,0.08
1991,0.01
1991.08333333333,0.04
1991.16666666667,0.01
1991.25,0.05
1991.33333333333,0.12
1991.41666666667,0.06
1991.5,0.09
1991.58333333333,0.02
1991.66666666667,0.06
1991.75,0.13
1991.83333333333,0.14
1991.91666666667,0.06
1992,0.01
1992.08333333333,0.04
1992.16666666667,0.00
1992.25,0.08
1992.33333333333,0.18
1992.41666666667,0.10
1992.5,0.24
1992.58333333333,0.38
1992.66666666667,0.33
1992.75,0.26
1992.83333333333,0.28
1992.91666666667,0.10
1993,0.00
1993.08333333333,0.04
1993.16666666667,0.16
1993.25,0.04
1993.33333333333,0.08
1993.41666666667,0.19
1993.5,0.32
1993.58333333333,0.14
1993.66666666667,0.09
1993.75,0.16
1993.83333333333,0.17
1993.91666666667,0.15
1994,0.20
1994.08333333333,0.22
1994.16666666667,0.17
1994.25,0.03
1994.33333333333,0.12
1994.41666666667,0.13
1994.5,0.17
1994.58333333333,0.22
1994.66666666667,0.18
1994.75,0.04
1994.83333333333,0.18
1994.91666666667,0.13
1995,0.19
1995.08333333333,0.17
1995.16666666667,0.20
1995.25,0.27
1995.33333333333,0.40
1995.41666666667,0.45
1995.5,0.45
1995.58333333333,0.39
1995.66666666667,0.19
1995.75,0.28
1995.83333333333,0.27
1995.91666666667,0.19
1996,0.13
1996.08333333333,0.06
1996.16666666667,0.04
1996.25,0.11
1996.33333333333,0.00
1996.41666666667,0.03
1996.5,0.08
1996.58333333333,0.09
1996.66666666667,0.10
1996.75,0.03
1996.83333333333,0.04
1996.91666666667,0.03
1997,0.13
1997.08333333333,0.20
1997.16666666667,0.18
1997.25,0.12
1997.33333333333,0.13
1997.41666666667,0.05
1997.5,0.18
1997.58333333333,0.13
1997.66666666667,0.23
1997.75,0.36
1997.83333333333,0.23
1997.91666666667,0.24
1998,0.30
1998.08333333333,0.38
1998.16666666667,0.37
1998.25,0.36
1998.33333333333,0.43
1998.41666666667,0.65
1998.5,0.57
1998.58333333333,0.70
1998.66666666667,0.45
1998.75,0.48
1998.83333333333,0.49
1998.91666666667,0.47
1999,0.23
1999.08333333333,0.18
1999.16666666667,0.18
1999.25,0.29
1999.33333333333,0.45
1999.41666666667,0.41
1999.5,0.37
1999.58333333333,0.52
1999.66666666667,0.45
1999.75,0.25
1999.83333333333,0.12
1999.91666666667,0.25
2000,0.11
2000.08333333333,0.17
2000.16666666667,0.36
2000.25,0.25
2000.33333333333,0.32
2000.41666666667,0.14
2000.5,0.20
2000.58333333333,0.22
2000.66666666667,0.25
2000.75,0.20
2000.83333333333,0.23
2000.91666666667,0.07
2001,0.08
2001.08333333333,0.23
2001.16666666667,0.25
2001.25,0.15
2001.33333333333,0.16
2001.41666666667,0.32
2001.5,0.30
2001.58333333333,0.45
2001.66666666667,0.52
2001.75,0.47
2001.83333333333,0.40
2001.91666666667,0.51
2002,0.58
2002.08333333333,0.44
2002.16666666667,0.43
2002.25,0.30
2002.33333333333,0.09
2002.41666666667,0.01
2002.5,0.02
2002.58333333333,0.22
2002.66666666667,0.26
2002.75,0.35
2002.83333333333,0.31
2002.91666666667,0.21
2003,0.25
2003.08333333333,0.19
2003.16666666667,0.31
2003.25,0.22
2003.33333333333,0.27
2003.41666666667,0.26
2003.5,0.42
2003.58333333333,0.62
2003.66666666667,0.66
2003.75,0.79
2003.83333333333,0.51
2003.91666666667,0.53
2004,0.51
2004.08333333333,0.46
2004.16666666667,0.39
2004.25,0.36
2004.33333333333,0.17
2004.41666666667,0.30
2004.5,0.37
2004.58333333333,0.46
2004.66666666667,0.44
2004.75,0.56
2004.83333333333,0.52
2004.91666666667,0.51
2005,0.48
2005.08333333333,0.31
2005.16666666667,0.47
2005.25,0.61
2005.33333333333,0.54
2005.41666666667,0.59
2005.5,0.74
2005.58333333333,0.74
2005.66666666667,0.73
2005.75,0.63
2005.83333333333,0.52
2005.91666666667,0.51
2006,0.48
2006.08333333333,0.35
2006.16666666667,0.27
2006.25,0.46
2006.33333333333,0.52
2006.41666666667,0.59
2006.5,0.63
2006.58333333333,0.69
2006.66666666667,0.63
2006.75,0.67
2006.83333333333,0.66
2006.91666666667,0.50
2007,0.60
2007.08333333333,0.52
2007.16666666667,0.42
2007.25,0.39
2007.33333333333,0.35
2007.41666666667,0.28
2007.5,0.26
2007.58333333333,0.19
2007.66666666667,0.39
2007.75,0.56
2007.83333333333,0.54
2007.91666666667,0.45
2008,0.43
2008.08333333333,0.52
2008.16666666667,0.49
2008.25,0.30
2008.33333333333,0.44
2008.41666666667,0.59
2008.5,0.51
2008.58333333333,0.49
2008.66666666667,0.48
2008.75,0.50
2008.83333333333,0.40
2008.91666666667,0.33
2009,0.24
2009.08333333333,0.00
2009.16666666667,0.03
2009.25,0.09
2009.33333333333,0.11
2009.41666666667,0.36
2009.5,0.46
2009.58333333333,0.40
2009.66666666667,0.36
2009.75,0.56
2009.83333333333,0.46
2009.91666666667,0.49
2010,0.39
2010.08333333333,0.43
2010.16666666667,0.52
2010.25,0.70
2010.33333333333,0.75
2010.41666666667,0.88
2010.5,0.83
2010.58333333333,0.91
2010.66666666667,0.67
2010.75,0.60
2010.83333333333,0.63
2010.91666666667,0.43
2011,0.42
2011.08333333333,0.36
2011.16666666667,0.30
2011.25,0.40
2011.33333333333,0.41
2011.41666666667,0.50
2011.5,0.38
2011.58333333333,0.44
2011.66666666667,0.43
2011.75,0.49
2011.83333333333,0.33
2011.91666666667,0.33
2012,0.38
2012.08333333333,0.34
2012.16666666667,0.37
2012.25,0.41
2012.33333333333,0.47
2012.41666666667,0.58
2012.5,0.64
2012.58333333333,0.74
2012.66666666667,0.81
2012.75,0.76
2012.83333333333,0.56
2012.91666666667,0.55
2013,0.54
2013.08333333333,0.44
2013.16666666667,0.44
2013.25,0.37
2013.33333333333,0.37
2013.41666666667,0.33
2013.5,0.53
2013.58333333333,0.50
2013.66666666667,0.61
2013.75,0.78
2013.83333333333,0.57
2013.91666666667,0.40
2014,0.33
2014.08333333333,0.27
2014.16666666667,0.20
2014.25,0.20
2014.33333333333,0.20
2014.41666666667,0.29
2014.5,0.48
2014.58333333333,0.59
2014.66666666667,0.60
2014.75,0.72
2014.83333333333,0.50
2014.91666666667,0.49
2015,0.41
2015.08333333333,0.31
2015.16666666667,0.26
2015.25,0.29
2015.33333333333,0.41
2015.41666666667,0.40
2015.5,0.39
2015.58333333333,0.48
2015.66666666667,0.71
2015.75,0.72
2015.83333333333,0.63
2015.91666666667,0.60
2016,0.72
2016.08333333333,0.64
2016.16666666667,0.61
2016.25,0.53
2016.33333333333,0.63
2016.41666666667,0.65
2016.5,0.68
2016.58333333333,0.78
2016.66666666667,0.78
2016.75,0.77
2016.83333333333,0.76
2016.91666666667,0.72
2017,0.74
2017.08333333333,0.69
2017.16666666667,0.57
2017.25,0.69
2017.33333333333,0.62
2017.41666666667,0.67
2017.5,0.75
2017.58333333333,0.75
2017.66666666667,0.77
2017.75,0.88
2017.83333333333,0.91
2017.91666666667,0.88
2018,0.68
2018.08333333333,0.49
2018.16666666667,0.41
2018.25,0.37
2018.33333333333,0.33
2018.41666666667,0.25
2018.5,0.39
2018.58333333333,0.54
2018.66666666667,0.61
2018.75,0.55
2018.83333333333,0.38
2018.91666666667,0.37
2019,0.46
2019.08333333333,0.50
2019.16666666667,0.46
2019.25,0.40
2019.33333333333,0.37
2019.41666666667,0.58
2019.5,0.65
2019.58333333333,0.74
2019.66666666667,0.69
2019.75,0.66
2019.83333333333,0.63
2019.91666666667,0.59
2020,0.72
2020.08333333333,0.85
2020.16666666667,0.83
2020.25,0.86
2020.33333333333,0.65
2020.41666666667,0.71
2020.5,0.83
2020.58333333333,0.87
2020.66666666667,0.71
2020.75,0.74
2020.83333333333,0.66
2020.91666666667,0.63
2021,0.63
2021.08333333333,0.58
2021.16666666667,0.48
2021.25,0.61
2021.33333333333,0.58
2021.41666666667,0.58
2021.5,0.63
2021.58333333333,0.69
2021.66666666667,0.83
2021.75,0.96
2021.83333333333,0.92
2021.91666666667,0.82
2022,0.84
2022.08333333333,0.79
2022.16666666667,0.54
2022.25,0.46
2022.33333333333,0.64
2022.41666666667,0.58
2022.5,0.54
2022.58333333333,0.88
2022.66666666667,0.98
2022.75,0.93
2022.83333333333,0.83
2022.91666666667,0.70
2023,0.76
2023.08333333333,0.74
2023.16666666667,0.87
2023.25,0.94
2023.33333333333,1.07
2023.41666666667,1.26
2023.5,1.44
2023.58333333333,1.36
2023.66666666667,1.41