Year,ENSO
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
             NaN  ,           NaN
1951.0000,1.5
1951.0833,0.9
1951.1667,-0.1
1951.2500,-0.3
1951.3333,-0.7
1951.4167,0.2
1951.5000,-1.0
1951.5833,-0.2
1951.6667,-1.1
1951.7500,-1.0
1951.8333,-0.8
1951.9167,-0.7
1952.0000,-0.9
1952.0833,-0.6
1952.1667,0.5
1952.2500,-0.2
1952.3333,0.8
1952.4167,0.7
1952.5000,0.5
1952.5833,0.1
1952.6667,-0.2
1952.7500,0.4
1952.8333,0.0
1952.9167,-1.2
1953.0000,0.3
1953.0833,-0.5
1953.1667,-0.2
1953.2500,0.2
1953.3333,-1.7
1953.4167,0.1
1953.5000,0.0
1953.5833,-1.2
1953.6667,-1.2
1953.7500,0.1
1953.8333,-0.3
1953.9167,-0.5
1954.0000,0.7
1954.0833,-0.3
1954.1667,0.3
1954.2500,0.6
1954.3333,0.5
1954.4167,0.1
1954.5000,0.4
1954.5833,1.1
1954.6667,0.2
1954.7500,0.3
1954.8333,0.1
1954.9167,1.4
1955.0000,-0.5
1955.0833,1.9
1955.1667,0.6
1955.2500,-0.1
1955.3333,1.0
1955.4167,1.3
1955.5000,1.6
1955.5833,1.5
1955.6667,1.3
1955.7500,1.5
1955.8333,1.2
1955.9167,1.0
1956.0000,1.3
1956.0833,1.6
1956.1667,1.3
1956.2500,0.9
1956.3333,1.4
1956.4167,1.1
1956.5000,1.1
1956.5833,1.2
1956.6667,0.1
1956.7500,1.8
1956.8333,0.2
1956.9167,1.1
1957.0000,0.6
1957.0833,-0.1
1957.1667,0.2
1957.2500,0.2
1957.3333,-0.7
1957.4167,0.2
1957.5000,0.2
1957.5833,-0.5
1957.6667,-0.9
1957.7500,0.0
1957.8333,-1.0
1957.9167,-0.3
1958.0000,-1.9
1958.0833,-0.5
1958.1667,0.3
1958.2500,0.4
1958.3333,-0.5
1958.4167,0.3
1958.5000,0.4
1958.5833,0.9
1958.6667,-0.3
1958.7500,0.1
1958.8333,-0.4
1958.9167,-0.6
1959.0000,-0.9
1959.0833,-1.4
1959.1667,1.3
1959.2500,0.4
1959.3333,0.5
1959.4167,-0.1
1959.5000,-0.3
1959.5833,-0.1
1959.6667,0.0
1959.7500,0.5
1959.8333,0.9
1959.9167,0.9
1960.0000,0.1
1960.0833,0.1
1960.1667,1.0
1960.2500,0.8
1960.3333,0.5
1960.4167,0.1
1960.5000,0.5
1960.5833,0.8
1960.6667,0.7
1960.7500,0.1
1960.8333,0.5
1960.9167,0.8
1961.0000,-0.3
1961.0833,0.9
1961.1667,-1.8
1961.2500,0.8
1961.3333,0.3
1961.4167,0.1
1961.5000,0.2
1961.5833,0.2
1961.6667,0.1
1961.7500,-0.3
1961.8333,0.5
1961.9167,1.5
1962.0000,2.0
1962.0833,-0.3
1962.1667,0.1
1962.2500,0.2
1962.3333,1.1
1962.4167,0.7
1962.5000,0.1
1962.5833,0.6
1962.6667,0.4
1962.7500,1.0
1962.8333,0.3
1962.9167,0.2
1963.0000,1.0
1963.0833,0.6
1963.1667,1.1
1963.2500,0.8
1963.3333,0.4
1963.4167,-0.5
1963.5000,-0.1
1963.5833,0.0
1963.6667,-0.6
1963.7500,-1.2
1963.8333,-0.8
1963.9167,-1.2
1964.0000,-0.4
1964.0833,0.0
1964.1667,1.1
1964.2500,1.1
1964.3333,0.2
1964.4167,0.8
1964.5000,0.6
1964.5833,1.5
1964.6667,1.3
1964.7500,1.3
1964.8333,0.2
1964.9167,-0.3
1965.0000,-0.4
1965.0833,0.4
1965.1667,0.8
1965.2500,-0.5
1965.3333,0.2
1965.4167,-0.6
1965.5000,-1.8
1965.5833,-0.7
1965.6667,-1.3
1965.7500,-0.9
1965.8333,-1.5
1965.9167,0.2
1966.0000,-1.3
1966.0833,-0.2
1966.1667,-0.9
1966.2500,-0.2
1966.3333,-0.4
1966.4167,0.3
1966.5000,0.1
1966.5833,0.6
1966.6667,-0.2
1966.7500,-0.1
1966.8333,0.0
1966.9167,-0.3
1967.0000,1.7
1967.0833,1.7
1967.1667,1.2
1967.2500,0.0
1967.3333,0.0
1967.4167,0.6
1967.5000,0.2
1967.5833,0.7
1967.6667,0.5
1967.7500,0.1
1967.8333,-0.4
1967.9167,-0.6
1968.0000,0.5
1968.0833,1.3
1968.1667,0.1
1968.2500,0.0
1968.3333,1.2
1968.4167,1.1
1968.5000,0.7
1968.5833,0.3
1968.6667,-0.3
1968.7500,-0.1
1968.8333,-0.3
1968.9167,0.2
1969.0000,-1.5
1969.0833,-0.5
1969.1667,0.4
1969.2500,-0.4
1969.3333,-0.2
1969.4167,0.2
1969.5000,-0.5
1969.5833,-0.1
1969.6667,-1.0
1969.7500,-0.9
1969.8333,-0.1
1969.9167,0.4
1970.0000,-1.1
1970.0833,-1.0
1970.1667,0.6
1970.2500,-0.1
1970.3333,0.4
1970.4167,1.0
1970.5000,-0.4
1970.5833,0.6
1970.6667,1.2
1970.7500,1.0
1970.8333,1.6
1970.9167,1.9
1971.0000,0.4
1971.0833,2.0
1971.1667,2.3
1971.2500,1.7
1971.3333,0.9
1971.4167,0.4
1971.5000,0.2
1971.5833,1.5
1971.6667,1.4
1971.7500,1.7
1971.8333,0.5
1971.9167,0.3
1972.0000,0.5
1972.0833,1.1
1972.1667,0.6
1972.2500,-0.1
1972.3333,-1.6
1972.4167,-0.5
1972.5000,-1.4
1972.5833,-0.5
1972.6667,-1.4
1972.7500,-0.9
1972.8333,-0.3
1972.9167,-1.3
1973.0000,-0.3
1973.0833,-1.4
1973.1667,0.7
1973.2500,0.1
1973.3333,0.4
1973.4167,1.1
1973.5000,0.6
1973.5833,1.3
1973.6667,1.2
1973.7500,0.8
1973.8333,2.6
1973.9167,1.8
1974.0000,2.4
1974.0833,2.1
1974.1667,2.4
1974.2500,0.9
1974.3333,1.0
1974.4167,0.4
1974.5000,1.1
1974.5833,0.8
1974.6667,1.1
1974.7500,0.9
1974.8333,-0.1
1974.9167,0.2
1975.0000,-0.5
1975.0833,0.8
1975.1667,1.6
1975.2500,1.2
1975.3333,0.6
1975.4167,1.3
1975.5000,1.9
1975.5833,2.0
1975.6667,2.1
1975.7500,1.7
1975.8333,1.2
1975.9167,2.1
1976.0000,1.4
1976.0833,1.7
1976.1667,1.7
1976.2500,0.3
1976.3333,0.4
1976.4167,0.3
1976.5000,-0.9
1976.5833,-0.8
1976.6667,-1.1
1976.7500,0.4
1976.8333,0.7
1976.9167,-0.3
1977.0000,-0.4
1977.0833,1.2
1977.1667,-0.5
1977.2500,-0.4
1977.3333,-0.5
1977.4167,-0.9
1977.5000,-1.1
1977.5833,-0.8
1977.6667,-0.8
1977.7500,-1.0
1977.8333,-1.3
1977.9167,-1.1
1978.0000,-0.3
1978.0833,-2.7
1978.1667,-0.2
1978.2500,-0.3
1978.3333,1.4
1978.4167,0.7
1978.5000,0.6
1978.5833,0.4
1978.6667,0.1
1978.7500,-0.4
1978.8333,0.0
1978.9167,-0.1
1979.0000,-0.4
1979.0833,1.0
1979.1667,0.1
1979.2500,-0.1
1979.3333,0.5
1979.4167,0.6
1979.5000,1.3
1979.5833,-0.2
1979.6667,0.1
1979.7500,-0.1
1979.8333,-0.4
1979.9167,-0.7
1980.0000,0.4
1980.0833,0.3
1980.1667,-0.4
1980.2500,-0.6
1980.3333,0.0
1980.4167,0.0
1980.5000,0.0
1980.5833,0.4
1980.6667,-0.5
1980.7500,0.0
1980.8333,-0.3
1980.9167,-0.1
1981.0000,0.4
1981.0833,-0.2
1981.1667,-1.3
1981.2500,-0.1
1981.3333,0.8
1981.4167,1.2
1981.5000,0.8
1981.5833,0.7
1981.6667,0.3
1981.7500,-0.4
1981.8333,0.2
1981.9167,0.5
1982.0000,1.2
1982.0833,0.3
1982.1667,0.6
1982.2500,0.1
1982.3333,-0.3
1982.4167,-1.0
1982.5000,-1.5
1982.5833,-1.7
1982.6667,-1.7
1982.7500,-1.7
1982.8333,-2.6
1982.9167,-2.2
1983.0000,-3.5
1983.0833,-3.6
1983.1667,-2.4
1983.2500,-0.9
1983.3333,0.6
1983.4167,0.0
1983.5000,-0.6
1983.5833,0.1
1983.6667,0.9
1983.7500,0.4
1983.8333,-0.1
1983.9167,0.0
1984.0000,0.2
1984.0833,0.9
1984.1667,-0.2
1984.2500,0.3
1984.3333,0.2
1984.4167,-0.3
1984.5000,0.2
1984.5833,0.4
1984.6667,0.1
1984.7500,-0.3
1984.8333,0.3
1984.9167,-0.1
1985.0000,-0.3
1985.0833,1.2
1985.1667,0.8
1985.2500,1.2
1985.3333,0.4
1985.4167,-0.4
1985.5000,-0.1
1985.5833,1.0
1985.6667,0.0
1985.7500,-0.4
1985.8333,-0.2
1985.9167,0.2
1986.0000,1.0
1986.0833,-1.0
1986.1667,0.5
1986.2500,0.3
1986.3333,-0.2
1986.4167,1.0
1986.5000,0.3
1986.5833,-0.4
1986.6667,-0.5
1986.7500,0.6
1986.8333,-1.2
1986.9167,-1.4
1987.0000,-0.7
1987.0833,-1.2
1987.1667,-1.3
1987.2500,-1.4
1987.3333,-1.3
1987.4167,-1.1
1987.5000,-1.4
1987.5833,-0.9
1987.6667,-1.0
1987.7500,-0.4
1987.8333,0.0
1987.9167,-0.5
1988.0000,-0.1
1988.0833,-0.4
1988.1667,0.6
1988.2500,0.1
1988.3333,0.9
1988.4167,0.1
1988.5000,1.0
1988.5833,1.5
1988.6667,1.8
1988.7500,1.4
1988.8333,1.7
1988.9167,1.2
1989.0000,1.5
1989.0833,1.2
1989.1667,1.1
1989.2500,1.6
1989.3333,1.2
1989.4167,0.7
1989.5000,0.9
1989.5833,-0.3
1989.6667,0.5
1989.7500,0.8
1989.8333,-0.2
1989.9167,-0.5
1990.0000,-0.1
1990.0833,-1.8
1990.1667,-0.4
1990.2500,0.2
1990.3333,1.2
1990.4167,0.3
1990.5000,0.5
1990.5833,-0.2
1990.6667,-0.7
1990.7500,0.3
1990.8333,-0.5
1990.9167,-0.2
1991.0000,0.6
1991.0833,0.3
1991.1667,-0.7
1991.2500,-0.6
1991.3333,-1.0
1991.4167,-0.1
1991.5000,0.0
1991.5833,-0.4
1991.6667,-1.5
1991.7500,-1.0
1991.8333,-0.7
1991.9167,-1.8
1992.0000,-2.9
1992.0833,-0.9
1992.1667,-2.0
1992.2500,-1.0
1992.3333,0.3
1992.4167,-0.6
1992.5000,-0.6
1992.5833,0.4
1992.6667,0.1
1992.7500,-1.4
1992.8333,-0.7
1992.9167,-0.6
1993.0000,-0.9
1993.0833,-0.7
1993.1667,-0.5
1993.2500,-1.2
1993.3333,-0.3
1993.4167,-0.8
1993.5000,-0.8
1993.5833,-0.9
1993.6667,-0.7
1993.7500,-1.1
1993.8333,-0.1
1993.9167,0.2
1994.0000,-0.1
1994.0833,0.3
1994.1667,-0.7
1994.2500,-1.3
1994.3333,-0.7
1994.4167,-0.4
1994.5000,-1.3
1994.5833,-1.2
1994.6667,-1.6
1994.7500,-1.1
1994.8333,-0.6
1994.9167,-1.2
1995.0000,-0.4
1995.0833,-0.1
1995.1667,0.8
1995.2500,-0.7
1995.3333,-0.4
1995.4167,0.1
1995.5000,0.4
1995.5833,0.3
1995.6667,0.3
1995.7500,0.0
1995.8333,0.0
1995.9167,-0.5
1996.0000,1.0
1996.0833,0.3
1996.1667,1.1
1996.2500,0.8
1996.3333,0.3
1996.4167,1.2
1996.5000,0.7
1996.5833,0.7
1996.6667,0.6
1996.7500,0.6
1996.8333,-0.1
1996.9167,0.9
1997.0000,0.5
1997.0833,1.7
1997.1667,-0.4
1997.2500,-0.6
1997.3333,-1.3
1997.4167,-1.4
1997.5000,-0.8
1997.5833,-1.4
1997.6667,-1.4
1997.7500,-1.5
1997.8333,-1.2
1997.9167,-1.0
1998.0000,-2.7
1998.0833,-2.0
1998.1667,-2.4
1998.2500,-1.4
1998.3333,0.3
1998.4167,1.0
1998.5000,1.2
1998.5833,1.2
1998.6667,1.0
1998.7500,1.1
1998.8333,1.0
1998.9167,1.4
1999.0000,1.8
1999.0833,1.0
1999.1667,1.3
1999.2500,1.4
1999.3333,0.2
1999.4167,0.3
1999.5000,0.5
1999.5833,0.4
1999.6667,-0.1
1999.7500,1.0
1999.8333,1.0
1999.9167,1.4
2000.0000,0.7
2000.0833,1.7
2000.1667,1.3
2000.2500,1.2
2000.3333,0.4
2000.4167,-0.2
2000.5000,-0.2
2000.5833,0.7
2000.6667,0.9
2000.7500,1.1
2000.8333,1.8
2000.9167,0.8
2001.0000,1.0
2001.0833,1.7
2001.1667,0.9
2001.2500,0.2
2001.3333,-0.5
2001.4167,0.3
2001.5000,-0.2
2001.5833,-0.4
2001.6667,0.2
2001.7500,0.0
2001.8333,0.7
2001.9167,-0.8
2002.0000,0.4
2002.0833,1.1
2002.1667,-0.2
2002.2500,-0.1
2002.3333,-0.8
2002.4167,-0.2
2002.5000,-0.5
2002.5833,-1.0
2002.6667,-0.6
2002.7500,-0.4
2002.8333,-0.5
2002.9167,-1.1
2003.0000,-0.2
2003.0833,-0.7
2003.1667,-0.3
2003.2500,-0.1
2003.3333,-0.3
2003.4167,-0.6
2003.5000,0.3
2003.5833,0.1
2003.6667,-0.1
2003.7500,0.0
2003.8333,-0.3
2003.9167,1.1
2004.0000,-1.3
2004.0833,1.2
2004.1667,0.4
2004.2500,-0.9
2004.3333,1.0
2004.4167,-0.8
2004.5000,-0.5
2004.5833,-0.3
2004.6667,-0.3
2004.7500,-0.1
2004.8333,-0.7
2004.9167,-0.8
2005.0000,0.3
2005.0833,-3.1
2005.1667,0.3
2005.2500,-0.6
2005.3333,-0.8
2005.4167,0.4
2005.5000,0.2
2005.5833,-0.3
2005.6667,0.4
2005.7500,1.2
2005.8333,-0.2
2005.9167,0.0
2006.0000,1.7
2006.0833,0.1
2006.1667,1.8
2006.2500,1.1
2006.3333,-0.5
2006.4167,-0.2
2006.5000,-0.6
2006.5833,-1.0
2006.6667,-0.6
2006.7500,-1.3
2006.8333,0.1
2006.9167,-0.3
2007.0000,-0.8
2007.0833,-0.1
2007.1667,0.2
2007.2500,-0.1
2007.3333,-0.1
2007.4167,0.5
2007.5000,-0.3
2007.5833,0.4
2007.6667,0.2
2007.7500,0.7
2007.8333,0.9
2007.9167,1.7
2008.0000,1.8
2008.0833,2.6
2008.1667,1.4
2008.2500,0.7
2008.3333,-0.1
2008.4167,0.6
2008.5000,0.3
2008.5833,1.0
2008.6667,1.2
2008.7500,1.3
2008.8333,1.3
2008.9167,1.4
2009.0000,1.1
2009.0833,1.9
2009.1667,0.4
2009.2500,0.8
2009.3333,-0.1
2009.4167,0.1
2009.5000,0.2
2009.5833,-0.2
2009.6667,0.3
2009.7500,-1.2
2009.8333,-0.6
2009.9167,-0.7
2010.0000,-1.1
2010.0833,-1.5
2010.1667,-0.7
2010.2500,1.2
2010.3333,0.9
2010.4167,0.4
2010.5000,1.8
2010.5833,1.8
2010.6667,2.2
2010.7500,1.7
2010.8333,1.3
2010.9167,2.9
2011.0000,2.3
2011.0833,2.7
2011.1667,2.5
2011.2500,1.9
2011.3333,0.4
2011.4167,0.2
2011.5000,1.0
2011.5833,0.4
2011.6667,1.0
2011.7500,0.8
2011.8333,1.1
2011.9167,2.5
2012.0000,1.1
2012.0833,0.5
2012.1667,0.7
2012.2500,-0.3
2012.3333,0.0
2012.4167,-0.4
2012.5000,0.0
2012.5833,-0.2
2012.6667,0.2
2012.7500,0.3
2012.8333,0.3
2012.9167,-0.6
2013.0000,-0.1
2013.0833,-0.2
2013.1667,1.5
2013.2500,0.2
2013.3333,0.8
2013.4167,1.2
2013.5000,0.8
2013.5833,0.2
2013.6667,0.3
2013.7500,-0.1
2013.8333,0.7
2013.9167,0.1
2014.0000,1.4
2014.0833,0.1
2014.1667,-0.9
2014.2500,0.8
2014.3333,0.5
2014.4167,0.2
2014.5000,-0.2
2014.5833,-0.7
2014.6667,-0.7
2014.7500,-0.6
2014.8333,-0.9
2014.9167,-0.6
2015.0000,-0.8
2015.0833,0.2
2015.1667,-0.7
2015.2500,0.0
2015.3333,-0.7
2015.4167,-0.6
2015.5000,-1.1
2015.5833,-1.4
2015.6667,-1.6
2015.7500,-1.7
2015.8333,-0.5
2015.9167,-0.6
2016.0000,-2.2
2016.0833,-2.0
2016.1667,-0.1
2016.2500,-1.2
2016.3333,0.4
2016.4167,0.6
2016.5000,0.4
2016.5833,0.7
2016.6667,1.2
2016.7500,-0.3
2016.8333,-0.1
2016.9167,0.3
2017.0000,0.2
2017.0833,-0.1
2017.1667,0.9
2017.2500,-0.2
2017.3333,0.3
2017.4167,-0.4
2017.5000,0.8
2017.5833,0.5
2017.6667,0.6
2017.7500,0.9
2017.8333,0.9
2017.9167,-0.1
2018.0000,1.1
2018.0833,-0.5
2018.1667,1.5
2018.2500,0.5
2018.3333,0.4
2018.4167,-0.1
2018.5000,0.2
2018.5833,-0.3
2018.6667,-0.9
2018.7500,0.4
2018.8333,-0.1
2018.9167,1.0
2019.0000,0.0
2019.0833,-1.4
2019.1667,-0.3
2019.2500,0.1
2019.3333,-0.4
2019.4167,-0.5
2019.5000,-0.4
2019.5833,-0.1
2019.6667,-1.2
2019.7500,-0.4
2019.8333,-0.8
2019.9167,-0.6
2020.0000,0.2
2020.0833,-0.1
2020.1667,-0.1
2020.2500,0.2
2020.3333,0.4
2020.4167,-0.4
2020.5000,0.4
2020.5833,1.1
2020.6667,0.9
2020.7500,0.5
2020.8333,0.7
2020.9167,1.8
2021.0000,1.9
2021.0833,1.5
2021.1667,0.4
2021.2500,0.3
2021.3333,0.5
2021.4167,0.4
2021.5000,1.4
2021.5833,0.6
2021.6667,0.8
2021.7500,0.7
2021.8333,1.0
2021.9167,1.5
2022.0000,0.5
2022.0833,1.1
2022.1667,1.8
2022.2500,1.7
2022.3333,1.4
2022.4167,1.7
2022.5000,0.8
2022.5833,1.0
2022.6667,1.6
2022.7500,1.7
2022.8333,0.3
2022.9167,2.1
2023.0000,1.4
2023.0833,1.4
2023.1667,0.2
2023.2500,0.2
2023.3333,-1.0
2023.4167,0.3
2023.5000,-0.3
2023.5833,-0.8
2023.6667,-1.3
2023.7500,-999.9
2023.8333,-999.9
2023.9167,-999.9
2024.0000,-999.9
2024.0833,-999.9
2024.1667,-999.9
2024.2500,-999.9
2024.3333,-999.9
2024.4167,-999.9
2024.5000,-999.9
2024.5833,-999.9
2024.6667,-999.9
2024.7500,-999.9
2024.8333,-999.9
2024.9167,-999.9
2025.0000,-999.9
2025.0833,-999.9
2025.1667,-999.9
2025.2500,-999.9
2025.3333,-999.9
2025.4167,-999.9
2025.5000,-999.9
2025.5833,-999.9
2025.6667,-999.9
2025.7500,-999.9
2025.8333,-999.9
2025.9167,-999.9
2026.0000,-999.9
2026.0833,-999.9
2026.1667,-999.9
2026.2500,-999.9
2026.3333,-999.9
2026.4167,-999.9
2026.5000,-999.9
2026.5833,-999.9
2026.6667,-999.9
2026.7500,-999.9
2026.8333,-999.9
2026.9167,-999.9
2027.0000,-999.9
2027.0833,-999.9
2027.1667,-999.9
2027.2500,-999.9
2027.3333,-999.9
2027.4167,-999.9
2027.5000,-999.9
2027.5833,-999.9
2027.6667,-999.9
2027.7500,-999.9
2027.8333,-999.9
2027.9167,-999.9
2028.0000,-999.9
2028.0833,-999.9
2028.1667,-999.9
2028.2500,-999.9
2028.3333,-999.9
2028.4167,-999.9
2028.5000,-999.9
2028.5833,-999.9
2028.6667,-999.9
2028.7500,-999.9
2028.8333,-999.9
2028.9167,-999.9
2029.0000,-999.9
2029.0833,-999.9
2029.1667,-999.9
2029.2500,-999.9
2029.3333,-999.9
2029.4167,-999.9
2029.5000,-999.9
2029.5833,-999.9
2029.6667,-999.9
2029.7500,-999.9
2029.8333,-999.9
2029.9167,-999.9
2030.0000,-999.9
2030.0833,-999.9
2030.1667,-999.9
2030.2500,-999.9
2030.3333,-999.9
2030.4167,-999.9
2030.5000,-999.9
2030.5833,-999.9
2030.6667,-999.9
2030.7500,-999.9
2030.8333,-999.9
2030.9167,-999.9